population,school_count,distance_k,gap,category,geom
9874.931641,7,0,-537.5205078,Adequate,"MULTIPOLYGON (((66.98974543569608 24.920597279314823, 66.98967223641293 24.92511008041692, 66.99462111075462 24.925176755830062, 66.99464053298027 24.923976511583298, 66.99366726300008 24.92443648200003, 66.99366726300008 24.924103357000032, 66.99339818100003 24.922630673000068, 66.99335587200005 24.92258836300004, 66.99313426400005 24.92145739600005, 66.99294771286304 24.92064043456933, 66.98974543569608 24.920597279314823)))"
9868.798828,0,0.460367594,2960.6396484375,Moderate Deficit,"MULTIPOLYGON (((66.99869419268005 24.925231508535827, 66.99863557700007 24.925083695000062, 66.99840714900006 24.925150320000053, 66.99820006049572 24.925224872060813, 66.99869419268005 24.925231508535827)), ((66.99462111075462 24.925176755830062, 66.9971730939878 24.925211074077993, 66.99693188300006 24.92500755200006, 66.99594202800006 24.923322894000023, 66.99471080800004 24.923943299000026, 66.99464053298027 24.923976511583298, 66.99462111075462 24.925176755830062)))"
460.58001708984375,0,0.923512815,138.174005126953,Low Deficit,"MULTIPOLYGON (((66.99462111075462 24.925176755830062, 66.99454807367933 24.929689567687042, 66.99949714566304 24.92975609264699, 66.99953917313191 24.927153013269294, 66.99870220200006 24.92697774600003, 66.99874979200007 24.92685401400007, 66.99887352400003 24.926378122000074, 66.99897822000008 24.926054515000036, 66.99894014800005 24.92585464000006, 66.99885448800006 24.925635730000064, 66.99869419268005 24.925231508535827, 66.99820006049572 24.925224872060813, 66.99793125700006 24.92532164100004, 66.99745536500006 24.925321641000032, 66.99723645400007 24.925264534000057, 66.9971730939878 24.925211074077993, 66.99462111075462 24.925176755830062)))"
12763.0400390625,0,0.350370167,3828.91201171875,High Deficit,"MULTIPOLYGON (((66.99949714566304 24.92975609264699, 67.00038613559823 24.929768024950555, 67.00050107500005 24.92929058200008, 67.00081516400007 24.928091334000047, 67.00092937800008 24.927444120000068, 66.99953917313191 24.927153013269294, 66.99949714566304 24.92975609264699)))"
186.0851287841797,0,0.634078916,55.8255386352539,Low Deficit,"MULTIPOLYGON (((66.98967223641293 24.92511008041692, 66.98959901939233 24.929622878586162, 66.99454807367933 24.929689567687042, 66.99462111075462 24.925176755830062, 66.98967223641293 24.92511008041692)))"
3852.7690429687505,0,0.37686028,1155.83071289062,Moderate Deficit,"MULTIPOLYGON (((66.99949714566304 24.92975609264699, 66.99945708209252 24.932237193401114, 66.99953977300004 24.932193524000073, 67.00010132500007 24.931879436000035, 67.00015843200005 24.931755704000064, 67.00014891500007 24.931327401000036, 67.00015843200005 24.93094668700007, 67.00025361100006 24.930318509000067, 67.00038613559823 24.929768024950555, 66.99949714566304 24.92975609264699)))"
12876.7724609375,0,0.315790915,3863.03173828125,High Deficit,"MULTIPOLYGON (((67.01427213257051 24.93446754600101, 67.01642736663558 24.93449625516895, 67.01632096700007 24.93433339800004, 67.01604296100004 24.93395500100007, 67.01589623600006 24.933700162000036, 67.01585762400005 24.93356888200003, 67.01582673400003 24.933522548000038, 67.01574178800007 24.93351482500003, 67.01560278500006 24.933483936000073, 67.01545606000009 24.933414434000046, 67.01516260900007 24.933252264000036, 67.01486143600005 24.933097816000046, 67.01462976400006 24.932943368000046, 67.01445987200003 24.93281208800005, 67.01429909875891 24.93278529247035, 67.01427213257051 24.93446754600101)))"
12600.818359375,0,0.123531164,3780.2455078125,High Deficit,"MULTIPOLYGON (((67.01427213257051 24.93446754600101, 67.01429909875891 24.93278529247035, 67.0141355310001 24.93275803100004, 67.01390386000003 24.93272714100004, 67.01372624500004 24.932758031000045, 67.01341734900006 24.93292020100005, 67.01313934300003 24.933097816000046, 67.01280728000006 24.933344933000054, 67.01238254900005 24.933692440000073, 67.01174159100003 24.934248452000077, 67.0115710040823 24.934431521128584, 67.01427213257051 24.93446754600101)))"
964.3017578,0,0.187711646,289.29052734375,Low Deficit,"MULTIPOLYGON (((67.00925029540062 24.938914346782525, 67.01419978025693 24.93898040641485, 67.01427213257051 24.93446754600101, 67.0115710040823 24.934431521128584, 67.01142497300003 24.93458823700007, 67.01105429800003 24.93494346700004, 67.01080718200006 24.93513652700005, 67.01033611600008 24.93538364300002, 67.00929816139076 24.935936324700656, 67.00925029540062 24.938914346782525)))"
10980.779296875,0,1.351624056,3294.2337890625,High Deficit,"MULTIPOLYGON (((67.00430082811593 24.938848122935013, 67.00925029540062 24.938914346782525, 67.00929816139076 24.935936324700656, 67.00855224400004 24.936333497000074, 67.00687803000005 24.937333160000033, 67.00589331400005 24.937851309000056, 67.00430340975409 24.93868791452088, 67.00430082811593 24.938848122935013)))"
15993.42969,0,0.049464776,4798.028906,High Deficit,"MULTIPOLYGON (((66.98959901939233 24.929622878586162, 66.98952578463143 24.934135673822112, 66.99447501890731 24.9342023766117, 66.99454807367933 24.929689567687042, 66.98959901939233 24.929622878586162)))"
12146.1064453125,0,0.079146992,3643.83193359375,High Deficit,"MULTIPOLYGON (((66.99949714566304 24.92975609264699, 66.99454807367933 24.929689567687042, 66.99447501890731 24.9342023766117, 66.99579273867884 24.93422010832817, 66.99699850800005 24.933535540000033, 66.99945708209252 24.932237193401114, 66.99949714566304 24.92975609264699)))"
3604.1806640625,0,1.851562631,1081.25419921875,Moderate Deficit,"MULTIPOLYGON (((66.98952578463143 24.934135673822112, 66.98945253212742 24.93864846612435, 66.99440194643576 24.938715182603623, 66.99447501890731 24.9342023766117, 66.98952578463143 24.934135673822112)))"
9462.724609,0,0.101468024,2838.8173828125,Moderate Deficit,"MULTIPOLYGON (((67.00430082811593 24.938848122935013, 67.00430340975409 24.93868791452088, 67.00400643541983 24.938844178780613, 67.00430082811593 24.938848122935013)), ((66.99935137844645 24.938781734874617, 67.00027617060256 24.938794151808608, 66.99937333827638 24.93742230242993, 66.99935137844645 24.938781734874617)))"
3574.39111328125,0,0.309076663,1072.31733398437,Moderate Deficit,"MULTIPOLYGON (((66.99447501890731 24.9342023766117, 66.99440194643576 24.938715182603623, 66.99935137844645 24.938781734874617, 66.99937333827638 24.93742230242993, 66.99908291600008 24.936981, 66.99768379300008 24.937704356000044, 66.99552324200005 24.934373111000063, 66.99579273867884 24.93422010832817, 66.99447501890731 24.9342023766117)))"
16350.23828,4,0,2905.071484,Moderate Deficit,"MULTIPOLYGON (((66.99935137844645 24.938781734874617, 66.99927846835138 24.943294551590352, 67.00422809810253 24.94336095327404, 67.00430082811593 24.938848122935013, 67.00400643541983 24.938844178780613, 67.00288053600008 24.93943660400004, 67.00128153800006 24.940321763000043, 67.00027617060256 24.938794151808608, 66.99935137844645 24.938781734874617)))"
13127.28906,0,0.798924772,3938.186719,High Deficit,"MULTIPOLYGON (((66.98945253212742 24.93864846612435, 66.98937926187745 24.94316125549247, 66.99432885626182 24.943227985662393, 66.99440194643576 24.938715182603623, 66.98945253212742 24.93864846612435)))"
15836.4091796875,0,0.356490943,4750.92275390625,High Deficit,"MULTIPOLYGON (((66.99440194643576 24.938715182603623, 66.99432885626182 24.943227985662393, 66.99927846835138 24.943294551590352, 66.99935137844645 24.938781734874617, 66.99440194643576 24.938715182603623)))"
12560.361328125,0,0.021652362,3768.1083984375,High Deficit,"MULTIPOLYGON (((66.99927846835138 24.943294551590352, 66.9992055405947 24.947807365373485, 67.00415535047114 24.94787378068142, 67.00422809810253 24.94336095327404, 66.99927846835138 24.943294551590352)))"
14991.845703125,0,0.163943617,4497.5537109375,High Deficit,"MULTIPOLYGON (((66.99432885626182 24.943227985662393, 66.99425574838268 24.947740785787595, 66.9992055405947 24.947807365373485, 66.99927846835138 24.943294551590352, 66.99432885626182 24.943227985662393)))"
4448.32763671875,0,0.770850062,1334.49829101562,Moderate Deficit,"MULTIPOLYGON (((67.01914928264127 24.939046301829713, 67.0192593671592 24.939047765575214, 67.01923787700008 24.938975669000055, 67.01915496717758 24.93869089210005, 67.01914928264127 24.939046301829713)))"
0,0,1.059768919,0,Adequate,"MULTIPOLYGON (((67.01427213257051 24.93446754600101, 67.01419978025693 24.93898040641485, 67.01914928264127 24.939046301829713, 67.01915496717758 24.93869089210005, 67.01909987500005 24.938501662000075, 67.01897987300003 24.938243659000022, 67.01885387100003 24.937943654000033, 67.01871586900006 24.93779965200002, 67.01838586400004 24.937367646000038, 67.01781138800004 24.936511112000062, 67.01732487800007 24.935792930000044, 67.01669936400003 24.934912577000034, 67.01642736663558 24.93449625516895, 67.01427213257051 24.93446754600101)))"
0,0,0.200110875,0,Adequate,"MULTIPOLYGON (((67.01914928264127 24.939046301829713, 67.01907709288976 24.943559172836498, 67.02064324672132 24.943579993156668, 67.02055093100006 24.94323808200005, 67.01989188600004 24.941069700000067, 67.01971188300007 24.940553692000034, 67.01942387900004 24.939599678000032, 67.0192593671592 24.939047765575214, 67.01914928264127 24.939046301829713)))"
3802.156494140625,0,0.309140027,1140.64694824219,Moderate Deficit,"MULTIPOLYGON (((67.01907709288976 24.943559172836498, 67.019004885651 24.94807204091451, 67.02309565571751 24.948126397780918, 67.02261630300006 24.94753062900002, 67.02227366100004 24.947035702000047, 67.02194053600005 24.946559809000064, 67.02162644700007 24.946112471000042, 67.02129332300007 24.945503329000072, 67.02102682300006 24.944837080000067, 67.02080791300006 24.944189866000038, 67.02064324672132 24.943579993156668, 67.01907709288976 24.943559172836498)))"
16147.5625,0,0.356495385,4844.26875,High Deficit,"MULTIPOLYGON (((67.02393803004232 24.94918622336803, 67.02328255200007 24.94835868200005, 67.02309565571751 24.948126397780918, 67.019004885651 24.94807204091451, 67.01893668925274 24.952333230096922, 67.01916148300006 24.952374858000038, 67.01973677900008 24.952469428000033, 67.02033571800007 24.952532474000066, 67.02065883000007 24.95251671200003, 67.02110803400006 24.952374858000034, 67.02132961000007 24.95222312500005, 67.02171508200007 24.951994697000032, 67.02204344800003 24.951709161000053, 67.02272873300006 24.95129513500007, 67.02338546400006 24.950938216000043, 67.02391586319855 24.950574795341353, 67.02393803004232 24.94918622336803)))"
3454.51220703125,0,1.382487791,1036.35366210937,Moderate Deficit,"MULTIPOLYGON (((67.01419978025693 24.93898040641485, 67.01412741041531 24.943493263899406, 67.01907709288976 24.943559172836498, 67.01914928264127 24.939046301829713, 67.01419978025693 24.93898040641485)))"
14942.9306640625,0,0.125607909,4482.87919921875,High Deficit,"MULTIPOLYGON (((67.00925029540062 24.938914346782525, 67.00917774547172 24.943427190711148, 67.01412741041531 24.943493263899406, 67.01419978025693 24.93898040641485, 67.00925029540062 24.938914346782525)))"
1584.709716796875,0,0.477197293,475.412915039063,Low Deficit,"MULTIPOLYGON (((67.00430082811593 24.938848122935013, 67.00422809810253 24.94336095327404, 67.00917774547172 24.943427190711148, 67.00925029540062 24.938914346782525, 67.00430082811593 24.938848122935013)))"
13672.01953,0,0.280625056,4101.605859,High Deficit,"MULTIPOLYGON (((67.00422809810253 24.94336095327404, 67.00415535047114 24.94787378068142, 67.0091051779684 24.9479400317091, 67.00917774547172 24.943427190711148, 67.00422809810253 24.94336095327404)))"
9070.363281,0,0.45618954,2721.108984,Moderate Deficit,"MULTIPOLYGON (((67.00917774547172 24.943427190711148, 67.0091051779684 24.9479400317091, 67.01405502304289 24.948006118454224, 67.01412741041531 24.943493263899406, 67.00917774547172 24.943427190711148)))"
15257.6591796875,0,0.200969117,4577.29775390625,High Deficit,"MULTIPOLYGON (((67.01412741041531 24.943493263899406, 67.01405502304289 24.948006118454224, 67.019004885651 24.94807204091451, 67.01907709288976 24.943559172836498, 67.01412741041531 24.943493263899406)))"
15938.1943359375,0,0.130616207,4781.45830078125,High Deficit,"MULTIPOLYGON (((67.00415535047114 24.94787378068142, 67.0040825852189 24.95238660515675, 67.00903259288783 24.952452869775954, 67.0091051779684 24.9479400317091, 67.00415535047114 24.94787378068142)))"
8709.0283203125,0,0.010808167,2612.70849609375,Moderate Deficit,"MULTIPOLYGON (((67.01405502304289 24.948006118454224, 67.0091051779684 24.9479400317091, 67.00903259288783 24.952452869775954, 67.01157386461847 24.952486825274534, 67.01158805800003 24.95238273900003, 67.01155653500007 24.952185720000045, 67.01152501200005 24.952067508000027, 67.01179295800006 24.951980820000074, 67.01197421600006 24.951949296000066, 67.01224216300005 24.951949296000066, 67.01256527400005 24.951925654000036, 67.01293567100004 24.951838966000025, 67.01317997500007 24.951768039000054, 67.01376315200008 24.951665589000072, 67.01399712296578 24.95161500114409, 67.01405502304289 24.948006118454224)))"
3513.816406,0,0.225069133,1054.144922,Moderate Deficit,"MULTIPOLYGON (((67.019004885651 24.94807204091451, 67.01405502304289 24.948006118454224, 67.01399712296578 24.95161500114409, 67.01463791800008 24.951476450000033, 67.01533930700003 24.95133459600004, 67.01572546500006 24.951303073000073, 67.01600129200006 24.951342477000026, 67.01616678800008 24.951444927000065, 67.01639533100007 24.951547377000058, 67.01667903900005 24.95165770800002, 67.01694698500006 24.95170499200003, 67.01728585800004 24.95172075400006, 67.01753016200007 24.951768039000058, 67.01766413600006 24.951838966000025, 67.01790055900005 24.952020223000034, 67.01813698200004 24.952138435000045, 67.01852314000007 24.952256647000073, 67.01893668925274 24.952333230096922, 67.019004885651 24.94807204091451)))"
1003.7349853515624,0,0.147212495,301.120495605469,Low Deficit,"MULTIPOLYGON (((67.00903259288783 24.952452869775954, 67.00900309343709 24.95428662837625, 67.00913713700004 24.954282006000028, 67.00931839500004 24.954203198000066, 67.00947601100006 24.954108629000082, 67.00957058000006 24.953880086000026, 67.00971243400005 24.95365154400002, 67.00984640700005 24.95357273600007, 67.01010647300006 24.953470286000027, 67.01035077700004 24.953352074000065, 67.01053203400005 24.953257505000064, 67.01071329200005 24.953123532000067, 67.01107580800004 24.95285558600005, 67.01140680000003 24.952697970000028, 67.01156441600006 24.95255611600004, 67.01157386461847 24.952486825274534, 67.00903259288783 24.952452869775954)))"
15249.3544921875,0,0.33600176,4574.80634765625,High Deficit,"MULTIPOLYGON (((66.99425574838268 24.947740785787595, 66.99418262279553 24.9522535829788, 66.99913259517359 24.952320176223598, 66.9992055405947 24.947807365373485, 66.99425574838268 24.947740785787595)))"
14842.994140625,0,0.189479537,4452.8982421875,High Deficit,"MULTIPOLYGON (((66.9893059738787 24.947674041926046, 66.98923266812832 24.952186825424665, 66.99418262279553 24.9522535829788, 66.99425574838268 24.947740785787595, 66.9893059738787 24.947674041926046)))"
12473.826171875,0,0.002860548,3742.1478515625,High Deficit,"MULTIPOLYGON (((66.9992055405947 24.947807365373485, 66.99913259517359 24.952320176223598, 67.0040825852189 24.95238660515675, 67.00415535047114 24.94787378068142, 66.9992055405947 24.947807365373485)))"
17510.919921875,3,0,3753.2759765625,High Deficit,"MULTIPOLYGON (((66.99418262279553 24.9522535829788, 66.99410947949754 24.95676637723561, 66.99905963208525 24.956832984140274, 66.99913259517359 24.952320176223598, 66.99418262279553 24.9522535829788)))"
15817.01172,0,0.050653343,4745.103516,High Deficit,"MULTIPOLYGON (((67.00903259288783 24.952452869775954, 67.0040825852189 24.95238660515675, 67.00403189910215 24.955529457474068, 67.00406979900005 24.95550352600003, 67.00423529500006 24.95547200300007, 67.00439291100008 24.955503526000033, 67.00462145300008 24.955605976000072, 67.00491304200006 24.955802995000056, 67.00513370400006 24.956031538000047, 67.00532284200006 24.956157630000064, 67.00552774200008 24.95615763000006, 67.00568535800006 24.956110346000056, 67.00585873500006 24.955976372000062, 67.00592178100004 24.95583451800007, 67.00604787400005 24.955519287000072, 67.00615820400003 24.955274983000038, 67.00629217800008 24.955180414000043, 67.00666257400007 24.955085845000042, 67.00717482400007 24.955007037000033, 67.00755310200003 24.954967633000024, 67.00775012100007 24.95490458700004, 67.00791561700004 24.954762733000056, 67.00798654400006 24.95461299800007, 67.00799442500005 24.954392337000062, 67.00788409400008 24.954195317000032, 67.00776588200006 24.95399829800004, 67.00767919400005 24.953872206000025, 67.00770283600009 24.95383280200008, 67.00784469000007 24.953880086000026, 67.00808899400006 24.95398253600007, 67.00832541700004 24.95414015200003, 67.00849091400005 24.954250483000067, 67.00869581400008 24.954282006000028, 67.00890859500004 24.954289887000076, 67.00900309343709 24.95428662837625, 67.00903259288783 24.952452869775954)), ((67.00400980234302 24.956899426699604, 67.00449223600043 24.95690589325648, 67.00450324200006 24.956740808000063, 67.00449536100007 24.956449219000028, 67.00446383800005 24.956236438000076, 67.00438503000004 24.95603941900003, 67.00423529500006 24.955913326000026, 67.00407768000008 24.95584239900006, 67.00402710659772 24.95582659485242, 67.00400980234302 24.956899426699604)))"
15550.46484,0,0.213677435,4665.139453,High Deficit,"MULTIPOLYGON (((67.0040825852189 24.95238660515675, 66.99913259517359 24.952320176223598, 66.99905963208525 24.956832984140274, 67.00400980234302 24.956899426699604, 67.00402710659772 24.95582659485242, 67.00395158700007 24.955802995000056, 67.00390430300007 24.95573206800003, 67.00392006400006 24.955605976000072, 67.00403189910215 24.955529457474068, 67.0040825852189 24.95238660515675)))"
0,0,0.443508677,0,Adequate,"MULTIPOLYGON (((66.99410947949754 24.95676637723561, 66.99403631848585 24.961279168557603, 66.99898665132683 24.961345789123104, 66.99905963208525 24.956832984140274, 66.99410947949754 24.95676637723561)))"
2396.41650390625,0,0.538823936,718.924951171875,Low Deficit,"MULTIPOLYGON (((67.00400980234302 24.956899426699604, 66.99905963208525 24.956832984140274, 66.99898665132683 24.961345789123104, 67.00033001618323 24.961363839455167, 67.000421 24.961280134000045, 67.00053133100005 24.961114638000023, 67.00059437700008 24.961004307000056, 67.00068894700007 24.96092549900004, 67.00075987400004 24.960838811000027, 67.00088596600006 24.96071271800002, 67.00101993900006 24.960657553000033, 67.00110662800006 24.96055510300004, 67.00123272000008 24.960444772000073, 67.00124060100006 24.960334441000047, 67.00119331600007 24.960263514000076, 67.00118543500008 24.96016894500007, 67.00142185900006 24.960098018000053, 67.00157947400004 24.960074375000033, 67.00162675900003 24.95994828300007, 67.00173709000008 24.959845833000028, 67.00184742100004 24.959751264000037, 67.00202867800004 24.959672456000078, 67.00217841300008 24.959633052000072, 67.00228086300007 24.95954636300007, 67.00228874400005 24.95940450900002, 67.00228086300007 24.959317821000067, 67.00214689000006 24.959160205000043, 67.00209172500007 24.959081398000023, 67.00213112800003 24.958986828000032, 67.00220993600004 24.95896318600006, 67.00240695600007 24.95874252400006, 67.00265126000006 24.958553386000066, 67.00286404000008 24.95840365100003, 67.00312410600003 24.95823815500006, 67.00333688700005 24.958119943000035, 67.00341569500006 24.957946566000032, 67.00342357600005 24.957781070000067, 67.00339993300008 24.957639216000075, 67.00337629100005 24.95747372000005, 67.00337629100005 24.957347627000047, 67.00343145600004 24.957268820000028, 67.00352602600003 24.95733186600006, 67.00373092600006 24.957465839000065, 67.00389642200008 24.95752888500004, 67.00400003471573 24.957504974219333, 67.00400980234302 24.956899426699604)))"
541.6573486328125,0,1.161959921,162.497204589844,Low Deficit,"MULTIPOLYGON (((66.99898665132683 24.961345789123104, 66.99403631848585 24.961279168557603, 66.99396313975767 24.965791956944358, 66.99762205713036 24.965841222083913, 66.99783610600008 24.965724891000036, 66.99802524500006 24.965646083000028, 66.99809617200003 24.96555939500007, 66.99809617200003 24.96545694500002, 66.99804100600005 24.965291448000073, 66.99797007900008 24.96512595200005, 66.99793067500008 24.965031383000053, 66.99787551000003 24.96483436300002, 66.99791491400003 24.964771317000046, 66.99800160200004 24.964747675000073, 66.99810405200003 24.964755556000053, 66.99835623700005 24.96472403300003, 66.99845080700004 24.96465310600007, 66.99859266100003 24.964495490000044, 66.99871875300005 24.964361517000043, 66.99872663400004 24.964235424000037, 66.99873451400003 24.964117213000062, 66.99870299100007 24.96396747800003, 66.99864782600008 24.963809863000055, 66.99853749500005 24.963581320000063, 66.99843504500006 24.96335277800005, 66.99840352200005 24.96320304300007, 66.99841140300003 24.963076951000065, 66.99847444900007 24.962998143000043, 66.99861630300006 24.96299814300005, 66.99883696500007 24.963013904000036, 66.99895992519046 24.962998140291578, 66.99898665132683 24.961345789123104)))"
16360.6611328125,1,0,4408.19833984375,High Deficit,"MULTIPOLYGON (((66.99898665132683 24.961345789123104, 66.99895992519046 24.962998140291578, 66.99914431500008 24.96297450100007, 66.99926252600005 24.96294297700007, 66.99934133400006 24.96283264700002, 66.99938073800007 24.962714435000066, 66.99946742700007 24.96257258100007, 66.99956199600007 24.962454369000056, 66.99965656500007 24.962383442000025, 66.99969596900007 24.962288873000038, 66.99968808800003 24.962170661000073, 66.99969596900007 24.96205245000004, 66.99976689600004 24.961981523000077, 66.99989298800006 24.961957881000043, 66.99999543800004 24.961902715000065, 67.00006636500007 24.96183178800004, 67.00009000800003 24.961626888000065, 67.00009000800003 24.96155596100004, 67.00022398100003 24.961461392000047, 67.00033001618323 24.961363839455167, 66.99898665132683 24.961345789123104)))"
7836.844726562499,0,0.356017394,2351.05341796875,Moderate Deficit,"MULTIPOLYGON (((67.02391586319855 24.950574795341353, 67.02415640900006 24.95040997600006, 67.02466264000003 24.95007189400007, 67.02451987200004 24.949891055000027, 67.02404398000004 24.949319984000056, 67.02393803004232 24.94918622336803, 67.02391586319855 24.950574795341353)))"
17251.20313,7,0,1675.360938,Moderate Deficit,"MULTIPOLYGON (((67.00400980234302 24.956899426699604, 67.00400003471573 24.957504974219333, 67.00410132200005 24.957481600000044, 67.00421953400007 24.957434316000047, 67.00435350700008 24.957331866000057, 67.00444807600007 24.957213654000043, 67.00448748000008 24.956977231000053, 67.00449223600043 24.95690589325648, 67.00400980234302 24.956899426699604)))"
5910.07958984375,0,0.049883146,1773.02387695312,Moderate Deficit,"MULTIPOLYGON (((66.99396313975767 24.965791956944358, 66.99388994331015 24.970304742395463, 66.99743307958771 24.970352458035013, 66.99741851000005 24.97032477600004, 66.99743139600008 24.97017014200003, 66.99749582700008 24.970021951000035, 66.99753448500007 24.96990597600006, 66.99752087500008 24.96976772800008, 66.99738690200007 24.96964163600006, 66.99735537900006 24.969468259000042, 66.99741054400005 24.96937369000005, 66.99752087500008 24.969271240000072, 66.99756027900008 24.969184551000062, 66.99754451700005 24.96911362400004, 66.99745782900004 24.969034816000033, 66.99737114000004 24.96901117400005, 66.9973317370001 24.968948128000022, 66.99737902100003 24.968853559000028, 66.99745782900004 24.968782632000057, 66.99748935200006 24.968656539000044, 66.99747359100007 24.968538328000022, 66.99737114000004 24.968435877000047, 66.99732385600004 24.968396474000027, 66.99733961700008 24.968317666000072, 66.99741842500003 24.968246739000044, 66.99753663700005 24.968160050000055, 66.99758392100006 24.968018196000056, 66.99755239800004 24.967915746000077, 66.99746571000003 24.967813296000035, 66.9973317370001 24.967655681000053, 66.99725292900007 24.967505946000074, 66.99725292900007 24.96735621100004, 66.99734749800007 24.967340450000048, 66.99754451700005 24.96727740400007, 66.99766272900007 24.96722223800003, 66.99779670200007 24.96708826500003, 66.99788339100007 24.966946411000038, 66.99789127200006 24.96678879600006, 66.99783610600008 24.966631180000036, 66.99768637100004 24.966505088000076, 66.99754451700005 24.966449922000038, 66.99740266400005 24.966402638000034, 66.99729233300008 24.966410518000032, 66.99723716700004 24.96635535300004, 66.99726869000006 24.966276545000024, 66.99736326000004 24.966142572000027, 66.99731597500005 24.96609528700003, 66.99732385600004 24.966024360000056, 66.99747359100007 24.965921910000077, 66.99762205713036 24.965841222083913, 66.99396313975767 24.965791956944358)))"
14819.845703125,0,0.351743104,4445.9537109375,High Deficit,"MULTIPOLYGON (((66.99388994331015 24.970304742395463, 66.99381672914046 24.974817524910502, 66.99749285052822 24.97486703817329, 66.99754737200004 24.974764054000048, 66.99759247300005 24.97462230700006, 66.99757314400006 24.974487002000046, 66.99755381500006 24.974274381000043, 66.99753448500007 24.974106861000053, 66.99744428200006 24.974035987000036, 66.99730897800004 24.973952227000044, 66.99718655900006 24.973887796000042, 66.99707702700005 24.973829808000062, 66.99704481200007 24.97377182100007, 66.99713501500008 24.973700947000058, 66.99720588900004 24.973668732000075, 66.99723810400008 24.973572085000054, 66.99721233200006 24.97349476900007, 66.99716723000006 24.973385236000073, 66.99716723000006 24.97332080600006, 66.99727676200007 24.973295033000056, 66.99743783900004 24.973269261000045, 66.99755381500006 24.973198387000025, 66.99762468800003 24.973082412000046, 66.99765046100003 24.972927778000034, 66.99762468800003 24.972773144000026, 66.99757314400006 24.972644283000022, 66.99752159900004 24.97254119400003, 66.99750871300006 24.97241233200003, 66.99755381500006 24.972277027000075, 66.99757314400006 24.97218038100004, 66.99756670100004 24.972051520000033, 66.99752804200006 24.971954874000062, 66.99745072500008 24.971851785000062, 66.99734119300007 24.97183245500003, 66.99725743300007 24.97177446800003, 66.99726387600003 24.971645606000035, 66.99734763600003 24.971536074000028, 66.99745072500008 24.971432985000035, 66.99750227000006 24.971271908000062, 66.99750227000006 24.971104388000068, 66.99750227000006 24.970988413000036, 66.99758603000004 24.970917539000027, 66.99766334700007 24.970743576000075, 66.99764401800007 24.97058249900005, 66.99758603000004 24.970518068000043, 66.99748294100006 24.97044719400003, 66.99743307958771 24.970352458035013, 66.99388994331015 24.970304742395463)))"
224.0522918701172,0,0.916300584,67.2156875610352,Low Deficit,"MULTIPOLYGON (((66.99381672914046 24.974817524910502, 66.99374349724576 24.979330304489057, 66.99762386669889 24.979382574892714, 66.99758603000004 24.97925487700007, 66.99758603000004 24.979126015000077, 66.99768267600007 24.978964939000036, 66.99779220800009 24.978855406000037, 66.99792751300004 24.978707216000032, 66.99795328500005 24.97854613900006, 66.99791462700006 24.978404391000026, 66.99785663900008 24.978269087000054, 66.99777932200004 24.978133782000043, 66.99772777800007 24.97803713600007, 66.99765690400005 24.977940490000034, 66.99763757500006 24.97781162800004, 66.99763113200004 24.977560348000058, 66.99766334700007 24.977373499000066, 66.99770844800008 24.977205979000075, 66.99771489200003 24.977070675000054, 66.99766334700007 24.97694825600007, 66.99759891600007 24.97678718000003, 66.99757958700008 24.976587444000074, 66.99755381500006 24.976458583000067, 66.99745072500008 24.976271734000083, 66.99732830700003 24.97618153100006, 66.99725099000005 24.97609777100007, 66.99725743300007 24.97598179500005, 66.99732186400007 24.975833605000048, 66.99737340900003 24.975685414000054, 66.99741206700003 24.97526017100006, 66.99745072500008 24.974996005000033, 66.99748938400006 24.974873586000058, 66.99749285052822 24.97486703817329, 66.99381672914046 24.974817524910502)))"
2439.9052734375,0,0.853741064,731.97158203125,Low Deficit,"MULTIPOLYGON (((66.99374349724576 24.979330304489057, 66.99367024762324 24.983843081130722, 66.99724454700049 24.983891240417783, 66.99724454700004 24.983823017000077, 66.99725099000005 24.983726371000046, 66.99735407900005 24.983629724000025, 66.99748294100006 24.983520192000068, 66.99761824500007 24.983417103000075, 66.99775999300005 24.98328179800006, 66.99785663900008 24.983165823000036, 66.99789529800006 24.983036962000032, 66.99790174100008 24.98290810000003, 66.99789529800006 24.98275346600008, 66.99788885500004 24.982540845000063, 66.99783731000008 24.982347553000068, 66.99779220800009 24.982173590000063, 66.99777932200004 24.981999627000047, 66.99779865100004 24.981748347000057, 66.99777287900008 24.98161304200005, 66.99772133500005 24.981497067000078, 66.99765046100003 24.981439079000033, 66.99759247300005 24.981374648000042, 66.99756670100004 24.981239344000073, 66.99757958700008 24.980981621000065, 66.99762468800003 24.980820544000032, 66.99769556200005 24.980723898000065, 66.99780509500005 24.980627252000033, 66.99788241100003 24.980517720000023, 66.99794684200003 24.98040818700002, 66.99794684200003 24.980272883000048, 66.99792751300004 24.980066704000016, 66.99791462700006 24.97992495700004, 66.99786952500006 24.979821868000048, 66.99778576500006 24.979731664000045, 66.99770200500006 24.979538372000032, 66.99763757500006 24.97942884000002, 66.99762386669889 24.979382574892714, 66.99374349724576 24.979330304489057)))"
